datetime,date,unknown_1,unknown_2,4-8_GHz_start,unknown_24,unknown_45,unknown_46,unknown_47,unknown_25,unknown_26,unknown_27,unknown_5,unknown_9,unknown_13,unknown_17,unknown_28,unknown_29,unknown_30,unknown_31,unknown_32,unknown_33,unknown_34,unknown_35,unknown_36,unknown_37,unknown_38,unknown_39,unknown_40,unknown_41,unknown_42,unknown_43,unknown_3,unknown_4,unknown_6,unknown_7,unknown_10,unknown_11,unknown_12,unknown_14,unknown_15,unknown_16,unknown_18,unknown_19,unknown_20,unknown_21,unknown_22,unknown_8,duty_officer,4-8_GHz_start_min
2024-07-21 00:00:00,2024-07-21,18,дождь,00 00,10 00,,,ремонт,,00 00,10 00,21,23,24,23,,00 00,,,00 04,,,00 00,10 00,,00 05,10 00,Автом.пер/ген:2:09; 3:09; 3:25; 05:47;7:26;7:44;8:00;05:50;,00 10,10 00,,20,дождь,дождь,22,дождь,23,дождь,дождь,24,дождь,дождь,22,дождь,22,дождь,дождь,,0.0
2024-07-22 00:00:00,2024-07-22,18,дождь,,,,,,,,,19,20,21,20,,,,,,,,00 00,,,00 05,,Автом.пер/ген:01:50; 02:50; 03:05; 03:08; 06:20; 06:25;06:40; 08:15; 08:40;Ручная перез/ген:03:23;,00 10,,,18,дождь,дождь,20,дождь,20,дождь,дождь,21,дождь,дождь,19,дождь,,,дождь,,
2024-07-23 00:00:00,2024-07-23,18,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,18,23,25,26,,00 00,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:0:36;0:50;3:10;3:20;3:57;4:15;4:25;4:45;5:27;5:28;6:06;6:09;7:28;8:06;8:32;,00 10,10 00,,18,пасмурно,пасмурно,20,сол.обл,24,сол.обл,дождик,25,пасмурно,пасмурно,26,пасмурно,,,сол.обл,,0.0
2024-07-24 00:00:00,2024-07-24,19,солн.обл,00 00,10 00,,,ремонт,,00 00,10 00,26,28,27,27,,00 00,10 00,,00 00,10 00,"с9:00до 9:15 нет,  после перезапуска программы Spectro antenna control,не убрали крыжик.",00 00,10 00,,00 05,10 00,Автом.пер/ген:0:38;0:43;2:03;2:16;3:06;3:14;3:32;3:46;5:17;5:27;6:25;6:56;8:48;9:25;,00 10,10 00,,24,солн.обл,солн.обл,26,солн.обл,27,солн.обл,солн.обл,26,солн.обл,солн.обл,25,солн.обл,,,солн.обл,,0.0
2024-07-25 00:00:00,2024-07-25,23,солнце,00  04,10 00,,,ремонт,,00 00,10 00,26,28,27,27,,00 00,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:0:24;3:31;3:47;3:54;6:13;6:28;7:47;7:49;,00 10,10 00,,25,солнце,солнце,27,солнце,29,сол.обл,пасмурно,26,пасмурно,сол.обл,26,сол.обл,,,солнце,,4.0
2024-07-26 00:00:00,2024-07-26,16,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,24,26,26,24,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:1:48;4:10;5:15;8:02;9:56;,00 10,10 00,,21,пасмурно,пасмурно,26,пасмурно,27,пасмурно,пасмурно,24,дождик,пасмурно,25,сол.обл,,,пасмурно,,0.0
2024-07-27 00:00:00,2024-07-27,19,сол.туман,00 00,10 00,,,ремонт,,00 00,10 00,25,,,,,00 00,10 00,,00 00,10 00,,00 00,10 00,2:06-2:08 раздача расписания текущего дня.,00 05,10 00,Автом.пер/ген:1:38;1:46;1:48;2:36;2:52;3:38;3:52;4:34;5:00;6:28;6:40;6:50;9:00;9:57;Руч/запуск ген.:нет с4:00до4:15;,00 10,10 00,,22,солнце,солнце,28,,,,,,,,,,,,солнце,,0.0
2024-07-28 00:00:00,2024-07-28,19,пасмурно,00 00,10 00,,,ремонт,5:58 Замена беспроводного блока питания.,00 00,10 00,24,28,32,28,,00 00,10 00,,00 02,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:0:08;5:26;8:36;8:40;9:40;,00 10,10 00,,21,пасмурно,"сол,обл",26,"сол,обл",31,сол.обл,солнце,30,солнце,"пасм,гром",28,"пасм,",,,солнце,,0.0
2024-07-29 00:00:00,2024-07-29,20,солнце,00 00,10 00,,,ремонт,,00 00,10 00,26,29,30,30,,00 00,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:0:18;0:33;0:45;1:10;2:02;2:38;2:45;2:47;3:04;3:23;4:20;4:54;5:20;6:33;6:38;6:50;7:30;7:40;,00 10,10 00,,23,солнце,солнце,28,солнце,30,солнце,солнце,30,солнце,солнце,30,солнце,,,солнце,,0.0
2024-07-30 00:00:00,2024-07-30,18,туман,00 00,10 00,,,ремонт,,00 00,10 00,22,28,29,30,,00 00,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген:0:45; 1:37;1:39; 2:04; 03:17; 05:50; 06:13; Ручная перез/ген-2:38;3:17;3:50;6:15;7:27;7:40;8:07;8:12;ручная перез/ген-8:21;8:50;ручная перез/ген-9:28,00 10,10 00,,20,туман,солнце,26,солнце,29,солнце,солнце,30,солнце,солнце,30,солнце,,,солнце,,0.0
2024-07-31 00:00:00,2024-07-31,18,облачно,00 00,10 00,,,ремонт,,00 00,10 00,22,27,28,26,,00 00,10 00,,00 01,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген-0:15;0:18; 1:02; 1:55; 1:57; 5:40; 6:13;7:00;7:28;7:42;8:35;,00 10,10 00,,20,облачно,облачно,24,облачно,28,облачно,облачно,28,облачно,облачно,25,облачно,,,облачно,,0.0
2024-08-01 00:00:00,2024-08-01,18,облачно,00 00,10 00,,,ремонт,,00 00,10 00,20,22,22,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген-1:37; 2:35; 4:01; 6:19;7:07;8:18;8:37;9:30,00 10,10 00,,19,облачно,облачно,20,облачно,22,облачно,облачно,22,облачно,облачно,22,облачно,,,облачно,,0.0
2024-08-02 00:00:00,2024-08-02,19,солнце,00 00,10 00,,,ремонт,01:13 - 02:20 - Работы электро-монтаж.;Шипулин П.М.,00 00,10 00,24,27,26,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген-2:13;2:40-в ручная перез/ген: 3:26-откл./компют./регистрацие;4:20;7:31;ручная перез./ген.8:30;9:30;9:45;,00 10,10 00,,22,солнце,солнце,26,солнце,27,облачно,солнце,26,солнце,солнце,25,солнце,,,солнце,,0.0
2024-08-03 00:00:00,2024-08-03,16,солнце,00 00,10 00,,,ремонт,,00 00,10 00,24,26,28,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген-0:09; 1:40; 3:08; 5:32; 6:54;7:38; 8:18; 8:57; 9:15; 9:33; Ручная перез./ген:2:34; 4:30; Откл./компют./регистрацие;3:40; 5:10;,00 10,10 00,,21,солнце,солнце,27,солнце,27,солнце,солнце,28,солнце,солнце,27,солнце,,,солнце,,0.0
2024-08-04 00:00:00,2024-08-04,20,солнце,00 00,10 00,,,ремонт,,00 00,10 00,23,27,29,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Автом.пер/ген-00:40; 01:10; 01:15; 01:30; 02:10; 02:30; 02:40 ;04:00; 06:55;7:26;7:58 Ручная перез./ген:00:45; 01:25; 02:44; 03:12; 03:22 ;4:20; 4:24; 5:55;6:23;9:18,00 10,10 00,,22,солнце,солнце,26,солнце,27,солнце,солнце,30,солнце,облачно,27,облачно,,,солнце,,0.0
2024-08-05 00:00:00,2024-08-05,2024-08-06 00:00:00,туман,00 00,10 00,,,ремонт,,00 00,10 00,20,27,28,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,04:50 перез/ген-предупреждение мало место на диске,00 05,10 00,Автом.пер/ген-00:15; 02:27; 2:44; 03:32; 06:20; 07:05; Ручная перез./ген:00:28; 00:42; 01:00; 01:40; 01:58; 02:32; 03:32; 04:10; 06:25; 06:55; 07:10; 07:45; 8:25; 8:50; 9:32; 9:45; 9:58,00 10,10 00,,18,туман,туман,25,облачно,27,облачно,облачно,28,облачно,облачно,26,облачно,,,облачно,,0.0
2024-08-06 00:00:00,2024-08-06,18,"туман,солн.",00 00,10 00,,,ремонт,,00 00,10 00,23,24,25,25,,00 00,10 00,,00 00,10 00,с8:45до8:52нет-подгон бросок;,00 00,10 00,,00 05,10 00,"Ручная перез.0:43, 0:52;0:58;1:45;1:56;2:05;3:20;3:32;3:45;4:38;4:46;5:18;6:00;6:03; Авто/пер.ген:0:58;2:41;4:09;5:15;5:45;7:20;7:28;с6:10до7:30 эксперемент;",00 10,10 00,,21,солн.обл.,сол.обл,24,обл.солн.,24,обл.солн.,обл.солн.,25,пасмурно,пасмурно,25,пасмурно,,,обл.солн.,,0.0
2024-08-07 00:00:00,2024-08-07,16,солнце,00 00,10 00,,,ремонт,,00 00,10 00,22,23,27,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,2:45 подгон антенн (бросок);,00 05,10 00,Ручная перез.:2:22;2:25;3:02;3:25;4:03;4:23;5:26;5:39;5:45;5:59;6:16;7:21;8:55;9:23 Авто/пер.ген:0:08;0:26;0:57;5:16;5:32;5:40;5:45;5:59;6:16;7:21;8:55 Подгон антенн:2:50(бросок);,00 10,10 00,2:55подгон антенн(бросок);,20,солнце,солнце,22,солнце,24,солнце,солнце,26,солнце,солнце,26,облачно,,,солнце,,0.0
2024-08-08 00:00:00,2024-08-08,17,солнце,00 00,10 00,,,ремонт,,00 00,10 00,22,24,26,27,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Авто/пер.ген:0:07;0:15; Ручн.перз.ген:0:20;0:36; эксперемент:1:10выкл ;,00 10,10 00,Эксперемент:1:10 выкл; 1:27-,20,солнце,солнце,24,солнце,26,солн.обл,сол.обл,26,сол.обл,сол.обл,27,облачно,,,солнце,,0.0
2024-08-09 00:00:00,2024-08-09,17,солнце,00 00,10 00,,,ремонт,,00 00,10 00,25,27,28,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,работает сама,00 10,10 00,,22,солнце,солнце,26,солнце,27,солнце,солнце,28,солнце,солнце,28,солнце,,,солнце,,0.0
2024-08-10 00:00:00,2024-08-10,21,солнце,00 00,10 00,,,ремонт,,00 00,10 00,25,27,31,30,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,работает сама,00 10,10 00,,25,солнце,солнце,26,солнце,29,солнце,солнце,30,солнце,солнце,29,солнце,,,солнце,,0.0
2024-08-11 00:00:00,2024-08-11,19,солнце,00 00,10 00,,,ремонт,,00 00,10 00,27,29,31,30,,00 00,10 00,0:05-0:08 откл. эл-ва,00 00,10 00,0:05-0:08 откл. эл-ва,00 00,10 00,,00 05,10 00,работает сама,00 10,10 00,,25,солнце,солнце,27,солнце,31,солнце,солнце,30,солнце,солнце,29,солнце,,,солнце,,0.0
2024-08-12 00:00:00,2024-08-12,19,солнце,00 00,10 00,,,ремонт,,00 00,10 00,23,27,29,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,работает сама,00 10,10 00,,20,пасмурно,солнце,24,солнце,28,пасмурно,пасмурно,28,пасмурно,пасмурно,27,пасмурно,,,солнце,,0.0
2024-08-13 00:00:00,2024-08-13,17,дождь,00 00,10 00,,,ремонт,,00 00,10 00,16,17,19,19,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,работает сама,00 10,10 00,,17,дождь,дождь,17,пасмурно,18,пасмурно,пасмурно,19,пасмурно,пасмурно,18,пасмурно,,,дождь,,0.0
2024-08-14 00:00:00,2024-08-14,15,дождь,00 00,10 00,,,ремонт,,00 00,10 00,17,17,19,18,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,15,дождь,дождь,17,дождь,17,дождь,дождь,19,дождь,дождь,17,дождь,,,дождь,,0.0
2024-08-15 00:00:00,2024-08-15,16,туман,00 00,10 00,,,ремонт,,00 00,10 00,18,19,22,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,17,туман,пасмурно,19,облачно,21,солнце,солнце,22,солнце,солнце,23,солнце,,,пасмурно,,0.0
2024-08-16 00:00:00,2024-08-16,15,солнце,00 00,8 00,,,ремонт,с 8:00 ремонт,00 00,10 00,17,22,24,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,16,солнце,солнце,20,солнце,24,солнце,солнце,24,солнце,солнце,24,солнце,,,солнце,,0.0
2024-08-17 00:00:00,2024-08-17,10,туман,,,,,ремонт,ремонт,00 00,10 00,14,22,23,24,,00 00,10 00,,00 00,10 00,,00 00,10 00,перез/ген-00:20; 00:22;,00 05,10 00,,00 10,10 00,,12,туман,пасмурно,17,солнце,22,солнце,солнце,24,солнце,солнце,24,солнце,,,солнце,,
2024-08-18 00:00:00,2024-08-18,12,туман,,,,,ремонт,ремонт,00 00,10 00,20,23,25,27,,00 00,10 00,,00 00,10 00,,00 40,10 00,чистка файлов,00 05,10 00,,00 10,10 00,,18,солнце,солнце,22,солнце,24,солнце,солнце,27,солнце,солнце,27,солнце,,,солнце,,
2024-08-19 00:00:00,2024-08-19,16,туман,,,,,ремонт,ремонт,00 00,10 00,21,25,28,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,00:10 до 00:30 перез/стойки,19,солнце,солнце,23,солнце,27,солнце,облачно,29,солнце,солнце,27,солнце,,,солнце,,
2024-08-20 00:00:00,2024-08-20,16,туман,2024-10-04 00:00:00,10 00,,,ремонт,7:00-8:50 - слетало управление при корректировке по склонению,00 00,10 00,19,19,17,17,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,19,дождь,дождь,20,пасмурно,18,пасмурно,пасмурно,17,пасмурно,пасмурно,17,пасмурно,,,дождь,,0.0
2024-08-21 00:00:00,2024-08-21,14,облачно,00 00,10 00,,,ремонт,7:00-7:40 слетело управление при корректировке склонения,00 00,10 00,18,20,23,24,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,17,облачно,облачно,19,солнце,22,солнце,солнце,24,солнце,солнце,24,солнце,,,солнце,,0.0
2024-08-22 00:00:00,2024-08-22,15,солнце,00 00,10 00,,,ремонт,"8:40-9:50 сбой регистрации, после скачка эл-ва заработала",00 00,10 00,20,22,25,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 21,10 00,,18,солнце,солнце,21,солнце,24,солнце,солнце,26,солнце,пасмурно,23,пасмурно,,,солнце,,0.0
2024-08-23 00:00:00,2024-08-23,15,дождь,00 00,08 50,,,ремонт,"4:00-5:00 слетело управление, в 8:50 антенна остановилась",00 00,10 00,15,19,20,22,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,01 25,10 00,,15,дождь,дождь,17,облачно,19,дождь,облачно,22,солнце,солнце,23,солнце,,,облачно,,0.0
2024-08-24 00:00:00,2024-08-24,13,ясно,03:43:00,10 00,,,ремонт,6:20-7:18 - остановка - слетает управление при корректировке склонения,00 00,10 00,18,21,24,25,,00 12,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,15,ясно,ясно,19,ясно,22,ясно,ясно,25,ясно,ясно,25,ясно,,,ясно,,223.0
2024-08-25 00:00:00,2024-08-25,11,облачно,00 00,10 00,,,ремонт,0:20-0:30 сбой регистрации,00 00,10 00,18,23,26,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,облачно,облачно,20,облачно,25,солнце,солнце,26,солнце,солнце,25,солнце,,,облачно,,0.0
2024-08-26 00:00:00,2024-08-26,13,облачно,09 00,10 00,,,ремонт,,00 00,10 00,17,22,27,28,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,15,облачно,облачно,21,солнце,25,солнце,солнце,29,солнце,солнце,28,солнце,,,солнце,,540.0
2024-08-27 00:00:00,2024-08-27,15,облачно,00 00,10 00,,,ремонт,,00 00,10 00,16,20,23,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,15,облачно,облачно,17,солнце,22,солнце,солнце,22,солнце,солнце,22,солнце,,,облачно,,0.0
2024-08-28 00:00:00,2024-08-28,14,солнце,00 00,10 00,,,ремонт,,00 00,10 00,20,23,26,26,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,18,облачно,солнце,21,солнце,24,солнце,солнце,26,солнце,солнце,25,солнце,,,солнце,,0.0
2024-08-29 00:00:00,2024-08-29,15,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,17,21,22,22,,00 00,10 00,,00 00,10 00,,00 00,10 00,Включали режим 32 част 01:52 - 04:51,00 05,10 00,,00 10,10 00,,17,пасмурно,пасмурно,20,солнце,21,солнце,солнце,21,солнце,солнце,21,солнце,,,пасмурно,,0.0
2024-08-30 00:00:00,2024-08-30,14,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,16,15,15,12,,00 00,10 00,,00 00,10 00,,00 00,10 00,Включали режим 32 част 01:15 - 04:22,00 05,10 00,,00 10,10 00,,15,пасмурно,пасмурно,15,дождь,15,дождь,дождь,15,дождь,дождь,12,дождь,,,дождь,,0.0
2024-08-31 00:00:00,2024-08-31,13,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,16,20,23,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,пасмурно,облачно,19,солнце,21,солнце,солнце,23,солнце,солнце,23,солнце,,,солнце,,0.0
2024-09-01 00:00:00,2024-09-01,10,солнце,00 00,10 00,,,ремонт,,00 00,10 00,15,19,23,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,13,солнце,солнце,17,солнце,21,солнце,солнце,23,солнце,солнце,22,солнце,,,солнце,,0.0
2024-09-02 00:00:00,2024-09-02,13,солнце,00 00,10 00,,,ремонт,,00 00,10 00,18,20,22,22,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,17,солнце,солнце,20,солнце,23,облачно,облачно,22,солнце,солнце,22,солнце,,,солнце,,0.0
2024-09-03 00:00:00,2024-09-03,10,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,15,17,18,19,,00 00,10 00,,00 03,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,12,пасмурно,пасмурно,17,"сол,обл",20,"сол,обл","сол,обл",18,"сол,обл","сол,обл",19,"сол,обл",,,"солн,обл",,0.0
2024-09-04 00:00:00,2024-09-04,10,солнце,00 00,10 00,,,ремонт,,00 00,10 00,16,19,20,18,,00 00,10 00,,00 15,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,14,солнце,солнце,17,солнце,19,солнце,"сол,обл",20,"сол,обл",солнце,18,солнце,,,солнце,,0.0
2024-09-05 00:00:00,2024-09-05,8,пасмурно,00 00,10 00,,,ремонт,,00 00,10 00,16,18,21,22,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,10,"сол,обл",солнце,16,солнце,20,солнце,солнце,20,"сол,обл",солнце,22,солнце,,,солнце,,0.0
2024-09-06 00:00:00,2024-09-06,11,солнце,00 00,10 00,,,ремонт,,00 00,10 00,20,21,23,22,,00 00,10 00,,00 04,10 00,,00 00,10 00,,00 05,10 00,Работа с регистрацией: Лесовой С.В.+Микран,00 10,10 00,Работа с регистрацией: Лесовой С.В.+Микран(06:59до 8:30);,18,солнце,солнце,20,солнце,23,солнце,солнце,22,солнце,солнце,22,солнце,,,солнце,,0.0
2024-09-07 00:00:00,2024-09-07,12,солнце,00 00,10 00,,,ремонт,вперед 1мин 32сек,00 00,10 00,18,22,23,23,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,Работа с регистрацией: Лесовой С.В,00 10,10 00,,14,солнце,"сол,обл",20,"сол,обл",23,"сол,обл","сол,обл",23,пасмурно,пасмурно,21,пасмурно,,,"сол,обл",,0.0
2024-09-08 00:00:00,2024-09-08,10,"пас,дождь",00 00,10 00,,,ремонт,"1:58 бросок,нет до 5:35",00 00,10 00,9,9,9,9,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,9,дождь,дождь,9,дождь,9,дождь,дождь,9,дождь,дождь,9,дождь,,,дождь,,0.0
2024-09-09 00:00:00,2024-09-09,6,туман,00 00,10 00,,,ремонт,,00 00,10 00,10,12,15,14,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,9,туман,"туман,солн",10,солнце,15,солнце,солнце,15,солнце,солнце,13,солнце,,,солнце,,0.0
2024-09-10 00:00:00,2024-09-10,4,облачно,00 00,10 00,,,ремонт,,00 00,10 00,17,21,19,16,,00 00,10 00,,00 00,10 00,,00 00,10 00,,00 05,10 00,,00 10,10 00,,13,солнце,солнце,19,облачно,21,облачно,облачно,18,облачно,облачно,15,облачно,,,облачно,,0.0
2024-09-11 00:00:00,2024-09-11,6,пасмурно,00 00,09 45,,,ремонт,,00 00,10 00,9,13,15,16,,00 04,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,7,пасмурно,облачно,12,облачно,14,облачно,облачно,17,облачно,облачно,15,облачно,,,облачно,,0.0
2024-09-12 00:00:00,2024-09-12,6,облачно,00 00,09 45,,,ремонт,,00 00,10 00,8,13,15,15,,00 00,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,7,облачно,облачно,12,облачно,14,солнце,солнце,16,облачно,облачно,14,облачно,,,облачно,,0.0
2024-09-13 00:00:00,2024-09-13,7,облачно,00 00,09 45,,,ремонт,,00 00,10 00,12,14,15,14,,00 00,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,9,облачно,облачно,14,облачно,14,облачно,облачно,15,облачно,дождь,14,облачно,,,облачно,,0.0
2024-09-14 00:00:00,2024-09-14,5,туман,00 00,09 45,,,ремонт,,00 00,10 00,13,18,20,20,,00 00,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,10,облачно,облачно,15,облачно,19,облачно,облачно,21,облачно,облачно,18,облачно,,,облачно,,0.0
2024-09-15 00:00:00,2024-09-15,11,дождь,00 00,09 45,,,ремонт,,00 00,10 00,11,14,15,16,,00 00,10 00,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,10,дождь,дождь,13,пасмурно,15,пасмурно,облачно,15,облачно,облачно,16,облачно,,,пасмурно,,0.0
2024-09-16 00:00:00,2024-09-16,5,пасмурно,00 00,09 45,,,ремонт,,00 00,10 00,8,11,11,11,,00 00,09 45,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,6,пасмурно,пасмурно,10,пасмурно,12,пасмурно,пасмурно,10,пасмурно,пасмурно,10,пасмурно,,,пасмурно,,0.0
2024-09-17 00:00:00,2024-09-17,4,пасмурно,00 00,09 45,,,ремонт,,00 00,09 45,8,8,9,9,,00 00,09 45,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,7,пасмурно,пасмурно,8,пасмурно,9,пасмурно,пасмурно,9,пасмурно,пасмурно,,пасмурно,,,пасмурно,,0.0
2024-09-18 00:00:00,2024-09-18,3,снег,00 00,09 45,,,ремонт,,00 00,09 45,5,5,6,,,00 00,09 45,,00 00,09 45,,00 00,09 45,,00 05,09 45,,00 10,09 45,,3,снег,снег,5,снег,6,облачно,облачно,8,солнце,,,,,,снег,,0.0
2024-09-19 00:00:00,2024-09-19,0,солнце,00 15,09 45,,,ремонт,,00 15,09 45,8,10,12,12,,00 00,09 45,,00 15,09 45,,00 15,09 45,,00 15,09 45,,00 25,09 45,,5,солнце,солнце,10,солнце,11,солнце,солнце,12,солнце,солнце,12,солнце,,,солнце,,15.0
2024-09-20 00:00:00,2024-09-20,2,солнце,00 15,09 45,,,ремонт,,00 15,09 45,9,14,17,17,,00 00,09 45,,00 15,09 45,,00 15,09 45,,00 20,09 45,,00 25,09 45,,7,солнце,солнце,11,солнце,17,солнце,солнце,17,солнце,солнце,17,солнце,,,солнце,,15.0
2024-09-21 00:00:00,2024-09-21,1,солнце,00 15,09 45,,,ремонт,Закончилось место.,00 15,09 45,10,16,18,18,,00 00,09 45,,00 15,09 45,,00 15,09 45,,00 20,09 45,,00 25,09 45,перез.ген:2:35;,8,солнце,солнце,14,солнце,18,солнце,солнце,18,солнце,солнце,18,солнце,,,солнце,,15.0
2024-09-22 00:00:00,2024-09-22,4,"сол,обл",00 15,09 30,,,ремонт,,00 15,09 30,11,18,22,20,,00 00,09 30,,00 15,09 30,,00 15,09 30,,00 20,09 30,,00 25,09 30,,7,"сол,обл","сол,обл",14,солнце,20,солнце,солнце,21,солнце,солнце,,,,,солнце,,15.0
2024-09-23 00:00:00,2024-09-23,4,солнце,00 15,09 30,,,ремонт,,00 15,09 30,16,20,21,19,,00 00,09:30:00,,00 06,09:30:00,,00 15,09 30,,00 20,09 30,,00 25,09 30,,10,солнце,солнце,20,солнце,22,солнце,солнце,20,"сол,обл","сол,обл",,"солн,обл",,,солнце,,15.0
2024-09-24 00:00:00,2024-09-24,3,солнце,00:15:00,09 30,,,ремонт,,00:15:00,09 30,13,15,19,19,,00:00:00,09 30,,00 06,09 30,,00 15,09 30,,00 20,09 30,,00 25,09 30,,8,солнце,солнце,14,солнце,17,солнце,солнце,19,солнце,солнце,19,солнце,,,солнце,,15.0
2024-09-26 00:00:00,2024-09-26,6,дождь,00 15,09 30,,,ремонт,,00 15,09 30,2,5,8,8,,00 00,09 30,,00 12,09 30,,00 15,09 30,,00 20,09 30,,00 25,09 30,,6,снег,дождь,5,дождь,7,облачно,"сол,обл",8,"сол,обл","сол,обл",7,"сол,обл",,,облачно,,15.0
2024-09-27 00:00:00,2024-09-27,6,пасмурно,00 15,09 30,,,ремонт,,00 15,09 30,6,8,9,7,,00 00,09 30,,00 13,09 30,бросок 00 39 элек/энерг,00 15,09 30,,00 20,09 30,,00 25,09 30,,6,пасмурно,пасмурно,6,пасмурно,9,пасмурно,пасмурно,9,пасмурно,пасмурно,7,пасмурно,,,пасмурно,,15.0
2024-09-28 00:00:00,2024-09-28,5,пасмурно,00 20,09 30,,,ремонт,потеря связи с IP розеткой,00 20,09 30,5,5,7,6,бросок 00 39  элек/энерг,00 00,09 30,бросок 00 39 элек/энерг,00 15,09 30,,00 20,09 30,бросок 00 39  элек/энерг,00 25,09 30,бросок 00 39  элек/энерг,00 30,09 30,бросок 00 39 элек/энерг,5,дождь,дождь,5,пасмурно,7,пасмурно,пасмурно,6,пасмурно,пасмурно,5,пасмурно,,,пасмурно,,20.0
2024-09-29 00:00:00,2024-09-29,5,снег,00 20,09 30,,,ремонт,,00 20,09 30,6,6,5,5,,00 00,09 30,,00 14,09 30,,00 20,09 30,,00 25,09 30,,00 30,09 30,,5,пасмурно,пасмурно,6,пасмурно,5,снег,снег,5,пасмурно,пасмурно,5,пасмурно,,,пасмурно,,20.0
2024-09-30 00:00:00,2024-09-30,4,снег,00 20,09 30,,,ремонт,,00 20,09 30,6,7,9,9,,00 00,09 30,,00 14,09 30,,00 20,09 30,,00 25,09 30,,00 30,09 30,,4,снег,пасмурно,6,облачно,8,"сол,обл","сол,обл",9,"сол,обл","сол,обл",,,,,облачно,,20.0
